Company Name,Company Event URL,Location,Company Description,Booth Number,Booth Schedule,Creation,Employees,Industry Type,City,Fundraising Amount,Official Website,Development Level,Looking For,Type of Company(Startup or Not),HashTags,LinkedIN,Instagram
energiency,https://vivatechnology.com/partners/energiency,France,"Energiency helps manufacturers to achieve new energy and CO2 savings quickly and sustainably, by leveraging existing data in real time, thanks to its innovative analysis technology combining human and artificial intelligence. Numerous industry leaders in the Food, Chemicals, Automotive and Materials sectors are already working with Energiency, a fast-growing company that has won 30 Innovation Awards, including the Solar Impulse Efficient Solution. With over 100 projects in all industrial sectors on 3 continents, Energiency has developed a methodology and know-how that enable manufacturers of all sizes, sectors and maturity levels to achieve new energy savings of up to 15%, with an ROI of less than 1 year.",Booth G28-006,"(Wed, Thu, Fri)",2013,30-50,Software Development/Cloud services,Rennes,,,Stable Business,"['""None""']",startup,"Industry, Logistics & Supply Chain, Artificial Intelligence, B2B Services",https://www.linkedin.com/company/energiency,
vision-intelligence-co-ltd,https://vivatechnology.com/partners/vision-intelligence-co-ltd,China,"Vision Intelligence is a top-notch AI technology hardware company with deep roots in smart-office development. Our founding members are industry leaders who hail from leading companies in the artificial intelligence, Internet and hardware segments. With a decade-long commitment to innovation in intelligent interaction, we boast a wealth of technical expertise along with a keen advantage in artificial intelligence, voice and semantic recognition. We strive to craft high-quality products that embody emotion and personalization, offer multimodal mixed interaction, and genuinely address user needs. Our mission is to fulfill our vision of the future through technology so that everyone can savor the splendor of advanced intelligence. For trailblazers who refuse to accept the ordinary, we deliver the most efficient tools and tech services.",Booth J45-002,"(Wed, Thu, Fri, Sat)",,,Consumer goods/Retail/E-commerce,HeFei,,,Growth \u0026 Scale,"['""Funding""']",startup,"Artificial Intelligence, Retail & E-commerce, Growth & Investment",https://www.linkedin.com/company/future-intelligent-technology/,@viaimofficial
mazars,https://vivatechnology.com/partners/mazars,France,,hall1 Booth,,,,Banking/Finance/Insurance/Legal,,,https://www.mazars.fr/insights/publications-et-evenements/tous-les-evenements-de-mazars-en-france/evenement-viva-technology-2024,,,partner,"Artificial Intelligence, Web3, Blockchain, Crypto & NFT, Cybersecurity, Fintech, Insurance & Legal",https://www.linkedin.com/company/mazars/,
sofy,https://vivatechnology.com/partners/sofy,France,,Booth B23-006,(Wed),2019,15-30,,,,,,,startup,,https://www.linkedin.com/company/sofymarketing/,@sofy_marketing
ey,https://vivatechnology.com/partners/ey,United Kingdom,"At EY, our purpose is Building a better working world. The insights and quality services we provide help build trust and confidence in the capital markets and in economies the world over. We develop outstanding leaders who team to deliver on our promises to all our stakeholders. In so doing, we play a critical role in building a better working world for our people, for our clients and for our communities.",hall1 Booth K50,,,,Consulting,,,,,,,"Artificial Intelligence, Fintech, Insurance & Legal, Industry, Logistics & Supply Chain, Mobility & Smart City, Climate Tech",https://www.linkedin.com/company/ernstandyoung/,
my-love-lock,https://vivatechnology.com/partners/my-love-lock,Spain,"My Love Lock is an innovative and eco-friendly mobile app that reimagines the tradition of hanging love locks. This app allows users to hang virtual locks on iconic bridges and landmarks around the world, from the comfort of their devices. My Love Lock was created in response to the removal of physical locks in various locations due to structural and environmental concerns. It offers a sustainable alternative that preserves the charm of this gesture without negatively impacting the environment.",hall1 Booth F57-001,,,,Hospitality/Tourism/Travel,,,https://www.mylovelock.com/,,,partner,XR & Metaverse,https://www.linkedin.com/company/mylovelockoficial/,https://www.instagram.com/mylovelockoficial/
mythings,https://vivatechnology.com/partners/mythings,South Korea,"We intelligently cultivate and materialize microorganisms that overcome the limitations of conventional resources. Leveraging AIoT platform technology, we develop smart farming techniques to secure the future, nurturing microorganisms such as mushroom mycelium, microalgae, and yeast with minimal resources in optimal environments. These smartly cultivated microorganisms are processed not only into food but also into materials like leather and packaging through our proprietary smart processes. Exploring the endless biodiversity of microorganisms, we combine their nutritional and functional characteristics to supply unprecedented sustainable food and materials. That is our purpose.",Booth L15-002,"(Wed, Thu, Fri, Sat)",2019,15-30,Other,Deajeon,1700000,,Going to market,"['""Funding', 'Talents""']",startup,"Food & Agriculture, Climate Tech, Luxury, Fashion & Cosmetics",https://www.linkedin.com/company/mythings-official/,
myfit-solutions,https://vivatechnology.com/partners/myfit-solutions,France,"MyFit Solutions is a software editor allowing 3D scanning and digital measurements of the human body from iOS and Android smartphones without add-on equipment required. It is aimed at professionals wishing to create 100% custom-made product, facilitate morphological analysis or obtain 3D avatars.

We offer 3D scanning and digital measurements from smartphones for the different parts of the human body (face, arm, hand, torso, leg, foot). Using your Android or iOS device, you can easily obtain accurate 3D models and measurements in just a few moments!

Our software solution (app + web platform) is available as :
- My3D scanner ready-to-use solution.
- Your customized white-label solution branded to your identity and integrated within your digital workflow.",hall1 Booth L28-001,"(Wed, Thu, Fri, Sat)",2018,5-15,Software Development/Cloud services,Lyon,1000000,,Growth \u0026 Scale,"['""Funding""']",startup,"B2B Services, Luxury, Fashion & Cosmetics",https://www.linkedin.com/company/myfitsolutions/,
perfectpost,https://vivatechnology.com/partners/perfectpost,France,"PerfectPost, a browser extension and SaaS, daily guides you in enhancing your visibility on LinkedIn. The goal is not to
become an influencer but to master the art of finding clients or employment. By integrating widgets into LinkedIn, we
provide contextual recommendations and enhance the editor to assist you in crafting a post.",Booth D37-037,(Sat),,,Marketing/Advertising/Communication,Tours,,https://perfectpost.social,Growth \u0026 Scale,"['""Funding""']",startup,"Data Management & CRM, Marketing & Advertising",,
patatra,https://vivatechnology.com/partners/patatra,France,"Pâtatra is based on two observations:

- Brewer's spent grains, the co-product of beer production, are still underestimated.

- There is an urgent need to enable all households to embrace sustainable consumption for the sake of the planet AND their wallets.

In response to these two realities, Pâtatra has set itself the task of putting brewer's spent grains back at the heart of our plates. And how do we do that? By recovering spent grain from your favourite brewers to help them cut costs. Then we process it to make spaghetti, farfalle, etc. Pâtatra is a range of low-gluten pasta and a range of gluten-free pasta.",Booth H46-029,(Sat),,,Food,Arras,,https://www.linkedin.com/in/erwan-goussot-2bb968227/,Conception stage,"['""Funding', 'Talents""']",startup,"Food & Agriculture, B2B Services",https://www.linkedin.com/in/erwan-goussot-2bb968227/,
intuos,https://vivatechnology.com/partners/intuos,Italy,"Intuos is transforming General Aviation asset management industry, through a digital service platform combining sets of “off-the-shelf” electronic devices, management software and proactive and predictive analytics based on sensor data interpretation. 
Our objective is to support the industry operators to address: very intensive manual processes with low productivity and data security; lack of data to monitor real time and ongoing aircrafts performances; maintenance programs only pre-scheduled and based on #s flight hours.
Our hardware collect and transmit in real time flight and engine data to the ground on a web application, accessible from anywhere
We provide real time flight monitoring and predictive maintenance warnings, integrated within our fleet management software.
The owner of the aircraft can fly safer, monitor any use by other pilots and make maintenance more efficient and cost effective.",Booth C11-026,"(Wed, Thu, Fri, Sat)",,,Information technologies,L Aquila,,,Going to market,"['""Talents', 'Funding""']",startup,"Artificial Intelligence, Space & Aeronautics, 5G & Connectivity",https://www.linkedin.com/company/intuos-srl/?viewAsMember=true,
inwink,https://vivatechnology.com/partners/inwink,France,"inwink is a platform for organising events and building online communities. 

It is ideal for B2C and B2B participants and offers the following functionalities: 
- Event CRM: management of Participants, Partners/Exhibitors, Speakers, program, etc. 
- Online experience: vent website editor, Partner Area, Participant Area, registration / ticketing, etc. 
- On-site experience: badge generator, native mobile application for visitors (Compagnon) and exhibitors (LeadGen), etc. 
- Participant engagement: management of email campaigns, interactivity, networking, business meetings, etc. 
- Running a dedicated community space: creating a community to engage visitors throughout the year (blog, forum, news feed, content sharing, etc.). 

Over a hundred companies currently use inwink: Viva Technology, Bpifrance, GL events, Sommet de l'Elevage, Cegid, EBG, Hub Institute, Prestashop, KPMG, Les Echos - Le Parisien, La Poste Groupe, etc.",hall1 Booth K04,,,,Software Development/Cloud services,,,,,,,"B2B Services, Data Management & CRM, Marketing & Advertising, Artificial Intelligence",https://fr.linkedin.com/company/inwink, @inwink_com
coyali,https://vivatechnology.com/partners/coyali,France,"Coyali is an application to simplify the use of smartphones for people who have difficulty with digital technology. It offers a more intuitive user experience so that everyone can use digital tools without constraint or frustration. Once installed, its interface adapts to each level of difficulty: display magnification, higher contrasts, personalized navigation options, contextual help and simplified instructions for easier navigation! Coyali also offers the possibility of requesting help remotely (via screen broadcast and reproduction of clicks)",Booth G12-050,(Sat),,1-5,Telecom/Connectivity,TROYES,,,Going to market,"['""Talents', 'Funding""']",startup,"Diversity & Inclusion, B2B Services, Cloud & Infrastructure",https://www.linkedin.com/company/coyali/,https://www.instagram.com/coyali_app/
atoptima,https://vivatechnology.com/partners/atoptima,France,"Atoptima boosts companies' operational performance while decarbonizing their supply chain, thanks to a DeepTech software suite based on optimization intelligence. We offer a suite of powerful optimization solvers to tackle operations planning challenges such as: transportation plan & vehicle routing; parceling, 3D palletization & loading; warehouse picking & slotting; production scheduling ; timetabling; depot location, network design & strategic planning...",Booth B18-035,(Fri),2019,5-15,Software Development/Cloud services,Bordeaux,,https://atoptima.com,Growth \u0026 Scale,"['""None""']",startup,"Artificial Intelligence, DeepTech, Industry, Logistics & Supply Chain",https://www.linkedin.com/company/atoptima/,
polyai,https://vivatechnology.com/partners/polyai,United Kingdom,"PolyAI is a leading provider of AI-powered voice assistants for customer service over the phone. Our voice assistants are used across industries within global companies where B2C conversations are crucial, like FedEx, SimplyHealth, Carnival and MetroBank. PolyAI's voice assistants have been recognised by analysts like Gartner and Forbes for their ability to provide quick, accurate and helpful responses with the care and efficacy of a real person.

The company was founded in 2017 by a group of researchers from the Machine Intelligence Lab at the University of Cambridge who were focused on spoken dialog systems. Their PhD work and tenures at Apple, Google and Facebook laid the groundwork for PolyAI's conversational AI systems. Now, we're on a mission to empower companies to the be the best version of themselves for their customers.",Booth C08-008,"(Wed, Thu, Fri, Sat)",2017,100,Software Development/Cloud services,London,100 millions,,Growth \u0026 Scale,"['""Talents""']",startup,"Artificial Intelligence, Retail & E-commerce, Fintech, Insurance & Legal",https://uk.linkedin.com/company/polyai,
phytonics,https://vivatechnology.com/partners/phytonics,Germany,"Solar modules are reflecting a certain part of the sunlight - these reflections are emissions with a potentially negative impact on traffic safety, the acceptance of PV in neighborhoods or the animal kingdom. Especially in areas around airports, highways, railways and on roofs, glare is becoming an increasing hindrence for the deployment of solar panels. In the EU alone, ~300 GW of well-suited dual-use areas are blocked by glare emissions.
Phytonics solves the glare problem in an elegant way - the microstructured anti-reflection coating is added ontop of standard solar modules, directly at the module manufacturer or as a retro-fit film to be applied on-site.",Booth D11-017,"(Wed, Thu, Fri)",,5-15,Energy,Karlsruhe,4M,,Going to market,"['""Funding', 'Talents""']",startup,"DeepTech, B2B Services",https://www.linkedin.com/company/68657316/,https://www.instagram.com/phytonics_solar/
terralpha,https://vivatechnology.com/partners/terralpha,France,"Terralpha provides all professionals with ultra high-speed solutions tailored to their business challenges: performance, security, sovereignty and enhanced customer experience. Terralpha's unique nationwide network, combined with its full ownership of the railway arteries, gives it unprecedented resilience, security and sovereignty.

To meet the emerging needs of Edge Computing and to facilitate the development of regional data centres, Terralpha offers hosting solutions called Digital Slabs, enabling the installation of DataCenters for Telecom and Edge operators.",Booth D17-010,(Fri),,,Telecom/Connectivity,Saint-Denis,,www.terralpha.fr,Growth \u0026 Scale,"['""None', 'Talents""']",startup,"Cloud & Infrastructure, Cybersecurity",https://www.linkedin.com/company/77238782/admin/feed/posts/,
diagoriente,https://vivatechnology.com/partners/diagoriente,France,"Diagoriente propose un service public numérique d’accompagnement à l’analyse de ses expériences dans la perspective d’aider chacun à identifier ses ressources afin de s’orienter et de s’insérer professionnellement.

Nous proposons une plateforme pour: 
•	Prendre conscience que les expériences quotidiennes correspondent à des aptitudes professionnelles concrètes
•	Apprendre à identifier ses compétences et à les valoriser
•	Réaliser des CV personnalisables en fonction de son projet professionnel
•	Découvrir des pistes de métiers à partir de ses centres d’intérêt
•	Trouver des offres d’emploi, stage (PMSMP), de Service Civique, d’alternance ou formation autour de chez soi
•	Entrer en contact avec un écosystème professionnel",Booth J59-001,"(Wed, Thu, Fri, Sat)",,,Government/Public institutions,Lille,,,Stable Business,"['""None', 'Funding', 'Talents""']",startup,"Diversity & Inclusion, Education, GovTech & Public Sector",https://www.linkedin.com/company/diagoriente/mycompany/,
releaf-paper,https://vivatechnology.com/partners/releaf-paper,Ukraine,"Releaf Paper recycles urban green waste into valuable raw materials, offering an alternative to virgin fibres in paper production.
We believe that trees should grow in the forest, humanity should breathe clean air, and paper should be made from green wastes. Therefore we are making packaging with a great respect to resources and environment.
Releaf Paper developed its own patented technology of processing fallen leaves info fibers. Using combination of mechanical, thermal and chemical treatment, we not only dispose green wastes, but also ensure source of sustainable raw-materials for paper & packaging industries.

01. RENEWABLE
Made from fibers of quickly renewable fallen leaves

02. FOREST FRIENDLY
No wood pulp used during production

03. CO2 SAVING
Only 0,066 kg CO2 per kg of fiber during production

04. RECYCLABLE
In standard paper waste stream",Booth J40-006,"(Wed, Thu, Fri, Sat)",2021,5-15,Consumer goods/Retail/E-commerce,Kyiv \u0026 Paris,2850000,,Going to market,"['""Talents', 'Funding""']",startup,"Climate Tech, Luxury, Fashion & Cosmetics, Retail & E-commerce",https://www.linkedin.com/company/re-leaf-tech/,https://www.instagram.com/releafpaper/
orylab,https://vivatechnology.com/partners/orylab,Japan,"OryLab in Japan creates ""OriHime"" avatar robots for people with disabilities and those homebound, enabling them to engage remotely in social and professional environments. These robots promote inclusivity using advanced robotics and telepresence technology. The company also runs an ""BUNSHIN"" robot cafe, allowing remote users to interact in a cafe setting.

OriHime robots are equipped with cameras, microphones, and speakers, facilitating real-time interaction as if the user were physically present, making participation in significant events possible without travel. OryLab is committed to enhancing its technology, focusing on user-friendly interfaces and new applications in sectors like healthcare.

Seeking global expansion, OryLab is looking for partnerships with international investors and funds to help scale operations and reach worldwide markets. Interested parties are invited to support this initiative to connect and empower people globally through innovative technology.",Booth J40-005,"(Wed, Thu, Fri, Sat)",2012,30-50,HR/Training/Education,Tokyo,,,Growth \u0026 Scale,"['""Funding""']",startup,"HR & Future of Work, Healthcare & Wellness, Robotics",https://www.linkedin.com/company/orylab/,@dawncafe2021
lecko,https://vivatechnology.com/partners/lecko,France,"Data to improve working practices: more sustainable, more efficient, less fatigue.

Greet empower each user with a Dashboard to help them optimize their working practices. For their part, companies can use gamification to steer and stimulate their transformation policies.

By using measurements (of activities on emails, diaries, collaborative workspaces, generative AI) and gamification, employees can adapt their use of tools to reduce CO2 emissions or optimize the use of meetings, thereby increasing efficiency and preserving cognitive resources.

Greet measures the impact of the use of Generative AI (Copilot) in the work environment, to help companies evaluate use cases and steer its deployment.",hall1 Booth C52-003,"(Wed, Thu, Fri, Sat)",2022,5-15,HR/Training/Education,Paris,,,Growth \u0026 Scale,"['""Funding""']",startup,"Artificial Intelligence, Climate Tech, HR & Future of Work",,
agrosustain,https://vivatechnology.com/partners/agrosustain,Switzerland,"Fresh fruits and vegetables play a crucial role in providing high-quality and nutrient-rich food around the globe. Unfortunately, approximately USD 20 Billion worth of fresh produce is lost annually after the harvest due to the lack of efficient post-harvest treatments that permit to preserve its quality.

To date, the leaders of the post-harvest market have been able to develop highly efficient treatments to preserve the quality of crops during long storage or transportation, which can be achieved by using waxes or ethylene-gas filters. However, there is no efficient treatments that can extend the quality of fresh produce from the field to the end-consumer, where the majority of the losses take place. 

Now, this challenge can be addressed thanks to the novel, highly efficient, patent-protected, edible coating of AgroSustain, which permits reducing the waste in the supply chain by up to 50% while providing an extra 3 to 4 days for the end consumer to enjoy its nutritious crops.",Booth B38-016,"(Wed, Thu, Fri, Sat)",2018,5-15,Food,Renens,12'000'000,,Going to market,"['""Funding""']",startup,"Food & Agriculture, Climate Tech, Industry, Logistics & Supply Chain",https://www.linkedin.com/company/agrosustain,
aster-x,https://vivatechnology.com/partners/aster-x,France,"Aster-X is a data space designed to demonstrate and evaluate Gaia-X specifications, in particular compatibility with Gaia-X Clearing House (GXDCH) services. Dive into a cutting-edge platform meticulously crafted to seamlessly integrate with Gaia-X Clearing House (GXDCH), bringing thirty participants and just over 2000 services. Explore advanced features including contract negotiation and signature capabilities, streamlined authorizations via Self-Sovereign Identity (SSI) wallets, and efficient data exchange functionalities. Experience the future of data management and interoperability at its finest !",Booth D11-002,(Wed),,,Software Development/Cloud services,PARIS,,https://webcatalog.aster-x.demo23.gxfs.fr/catalog,Conception stage,"['""None""']",startup,"Cloud & Infrastructure, Data Management & CRM, B2B Services",,
curecurve-medical-ai,https://vivatechnology.com/partners/curecurve-medical-ai,Germany,"CureCurve is a deep tech startup focused on revolutionising the medical landscape through the development of therapy applications and AI. Our unique approach is to utilise the data generated by our applications to train our AI models. Our backbone is rooted in research, not just development, which allows us to continuously improve the effectiveness and personalisation of our therapeutic solutions. Our ultimate goal is to revolutionise the way healthcare is delivered by combining cutting-edge technology with evidence-based research.",Booth D15-027,,2021,5-15,Health,Mannheim,250.000,,Going to market,"['""Funding""']",startup,"Artificial Intelligence, Healthcare & Wellness, Growth & Investment",www.linkedin.com/company/curecurve-medical-ai,
calypso-ai,https://vivatechnology.com/partners/calypso-ai,United States of America,"Started in 2018 as the first start-up in the AI security space, CalypsoAI has firmly established it's leadership position in enabling organisations to securely scale Generative AI solutions and applications and to optimise the use of this technology. Recognised by Gartner, Forrester, IDC, Santander X as a leading provider of AI security we work with leading Fortune 500 companies and public sector entities to provide critical capabilities needed to provide a trust and orchestration layer that enables organisations to securely harness the power of GenAI. Our solution provides critical security capabilities such as guardrails; permissioning and access controls; observability as well as performance management features such as cost controls, latency management and hallucination mitigation. Deployable in 15min with a few lines of code we provide both SaaS and on-prem solutions suitable for every vertical and organisation size",Booth G12-023,"(Wed, Thu, Fri)",2018,30-50,Information technologies,Richmond,36m,,Growth \u0026 Scale,"['""None""']",startup,"Cybersecurity, Artificial Intelligence, GovTech & Public Sector",https://www.linkedin.com/company/35536288/,
revival-bionics,https://vivatechnology.com/partners/revival-bionics,France,"Today, despite existing technologies, a person with a lower limb amputation or paralysis still cannot recover 100% of their abilities. Revival Bionics is committed to provide patients and professionals with the decisive innovation that will make every step easy and pleasant again, and encourage the patient to move forward.",Booth J61-002,"(Wed, Thu, Fri, Sat)",2021,1-5,Health,Compiègne,,https://www.revivalbionics.com/,Conception stage,"['""Talents', 'Funding""']",startup,"Robotics, Healthcare & Wellness, DeepTech",https://www.linkedin.com/company/79945401,
seveup,https://vivatechnology.com/partners/seveup,France,"SeveUp: Data Expertise for Construction and Real Estate
Our ETL platform, Seve-up, is specifically designed for professionals in construction and real estate. We process and organize data from various sources—from IFC models to CSV files—and channel them into the data warehouses or data lakes of your choice. This optimized process allows data analysts to convert raw data into effective strategic decisions, thereby enhancing your ability to fully leverage market insights.",Booth D11-025,"(Wed, Fri)",2018,5-15,Software Development/Cloud services,Clermont-Ferrand,,,Growth \u0026 Scale,"['""Funding', 'Talents""']",startup,"Artificial Intelligence, Climate Tech, Mobility & Smart City",https://www.linkedin.com/company/seve-up/,https://www.instagram.com/seveupofficial/
ensweet,https://vivatechnology.com/partners/ensweet,France,"We enable all rehabilitation establishments to treat patients from the comfort of their own homes. We increase the capacity of our facilities, reduce the average length of stay and enable patients to carry out their treatment while remaining at home, returning to work and so on. 
Our solution offers a web interface dedicated to caregivers, simplifying the personalized prescription of Adapted Physical Activity (APA) and online Therapeutic Patient Education (E-ETP) sessions, while ensuring rigorous monitoring of compliance. Patients benefit from an interactive experience thanks to a mobile application connected to a heart sensor, which they wear during their APA sessions. In this way, Ensweet Cardio strives to meet today's needs in cardiac prevention by offering",Booth J37-014,(Wed),2020,15-30,Health,Lille,"2,2M",,Growth \u0026 Scale,"['""Talents', 'Funding""']",startup,Healthcare & Wellness,https://www.linkedin.com/company/66911613/admin/notifications/all/,
autolex,https://vivatechnology.com/partners/autolex,France,"AutoLex empowers legal professionals to automate contract review using NLP and generative AI algorithms tailored to the legal domain. Its key features include automatic clause review, contract summarization, natural language contract querying, and the amendment or generation of user-aligned clauses. Main applications include contract review, negotiation, compliance analysis, due diligence, and legal audits. AutoLex enables significant productivity gains, operating like a junior team member, handling initial contract reading, annotation, and review tasks, while ensuring notable compliance by meticulously identifying unfavorable, risky, or ambiguous clauses through detailed contract analysis.",hall1 Booth C49-002,"(Wed, Thu, Fri, Sat)",2023,5-15,Software Development/Cloud services,Paris,,,Going to market,"['""Talents', 'Funding""']",startup,"Artificial Intelligence, B2B Services, Fintech, Insurance & Legal",https://www.linkedin.com/company/autolex-ai/,
particular-materials-srl,https://vivatechnology.com/partners/particular-materials-srl,Italy,"Elementag is the nanomarker that blends into any material or product, to make it traceable, authentic and to fight against its counterfeiting. Since 2017, at Particular Materials we have been synthesizing functional nanomaterials using our patented continuous flow process based on supercritical water. Elementag, our latest technology, represents a radical innovation for supply-chain traceability and anticounterfeiting. By using nanoparticles as inorganic fingerprints that can be applied to virtually any material or product, we can guarantee its authenticity in a quick and reliable way by scanning it with an XRF handheld gun. Elementag overcomes the main limitations of traditional track & trace technologies (e.g. QR / barcodes, NFC, RFID, holograms): completely invisible to the naked eye, doesn’t alter the appearance nor the properties of the traced item, fully embedded (not a removable and damageable tag or label) and processing resistant (guaranteeing end-to-end traceability).",Booth D39-015,"(Wed, Thu, Fri, Sat)",2017,5-15,Industry,Cadoneghe,,,Growth \u0026 Scale,"['""Funding""']",startup,"DeepTech, Industry, Logistics & Supply Chain, B2B Services",https://www.linkedin.com/company/elementagit,@elementag_it
virgomove,https://vivatechnology.com/partners/virgomove,France,"We're Virgo Move, a startup specializing in innovation and safety for urban mobility. 
Our hybrid full-face helmet, halfway between a bicycle Helmet and a motorcycle helmet, offers complete protection for
 the face without compromising on comfort and ergonomics. 
Designed specifically for users of bicycles, scooters and other e-mobilities, it redefines safety standards and increases user protection, helping to make micromobility safer.",Booth B30-005,(Sat),2022,1-5,Mobility/Transportation,monteux,,www.virgomove.com,Going to market,"['""Funding', 'Talents""']",startup,"Marketing & Advertising, Growth & Investment, Industry, Logistics & Supply Chain",Virgo Move,@Virgo_move
bsurance,https://vivatechnology.com/partners/bsurance,Austria,,Booth D15-025,(Wed),2018,15-30,Banking/Finance/Insurance/Legal,Vienna,4,https://www.bsurance.com,Going to market,"['""None""']",startup,"Fintech, Insurance & Legal, B2B Services, Cloud & Infrastructure",https://www.linkedin.com/company/bsurance/,
iox-gmbh,https://vivatechnology.com/partners/iox-gmbh,Germany,"We are building an entirely new way to integrate the Internet of Things into business processes. With cellular-based NB-IoT & LTE-M no on-site infrastructure such as Routers is needed. smart.click also takes care of the needed backend systems to ensure Plug & Play IoT solutions. Non-technical users can utilize IoT with simple No-Code Tools such as make or Power Automate. For professionals smart.click allows IoT as easy as implementing an API via Webhook, REST-API, MQTT, SAP, Power BI, and many more. 
As an IoT development partner, IOX develops customized IoT solutions. We support your IoT project from the initial idea to the serial production. To enable fast and scalable implementation, we develop solutions end-to-end, in-house, and from a single source. The IOX team consists of experts in the field of LPWAN-based IoT solutions, with core competencies in electrical engineering, hardware, and software development, as well as industrial design.",Booth D15-011,(Thu),2015,15-30,Information technologies,Düsseldorf,,,Stable Business,"['""None""']",startup,"5G & Connectivity, Industry, Logistics & Supply Chain, B2B Services",linkedin.com/company/iox-lab,https://www.instagram.com/iox.lab/
bigprofiles,https://vivatechnology.com/partners/bigprofiles,Italy,"BigProfiles is the AI platform that predicts the specific behaviors of each customer within your CRM, from purchase probability to churn risk.

Our No-Code Platform is applicable to any type of activity: acquisition, loyalty, retention, outbound, inbound, cross-selling, upselling, anti-churn and win-back.",Booth C11-039,"(Wed, Thu, Fri, Sat)",2017,30-50,Software Development/Cloud services,Rome,3300000,www.bigprofiles.com,Stable Business,"['""Funding', 'Talents""']",startup,"Data Management & CRM, Artificial Intelligence, Marketing & Advertising",,
teenflo,https://vivatechnology.com/partners/teenflo,France,"TEENFLO is a Period underwear company dedicated to teens & tweens. We are supporting young girls through their first period and beyond with comfy & leakproof menstrual panties. Our PATENT-PENDING absorbent technology is naturally antibacterial and free of controversial chemicals like silver biocides. We also source our certified ORGANIC cotton grown under agro-regenerative farming practices in Brazil & Turkey. Our mission is to help young girls feel comfortable & confident and inspire them to DREAM BIG. Our products will be out next September, STAY TUNED!",Booth B25-005,(Sat),2023,1-5,Health,Neuilly sur Seine,,www.teenflo.co,Going to market,"['""Funding""']",startup,"Healthcare & Wellness, Retail & E-commerce, Luxury, Fashion & Cosmetics",https://www.linkedin.com/company/teenflo/,https://www.instagram.com/teenflo/
xxii,https://vivatechnology.com/partners/xxii,France,"Founded in 2015 by William Eldin, and winner of French Tech's France 2030 program, XXII is the European leader in computer vision. XXII designs, develops and markets an AI platform: CORE®. Already deployed at over 450 sites, CORE® enables operational teams to monitor and optimize their actions in the field, for faster, more effective decision-making. Whether to improve operational efficiency, enhance safety, or analyze performance, CORE represents a significant advance in the harmonious convergence of technology and people.
At both national and international level, XXII intends to democratize the use of vision technologies for all, with a clear objective: Augmenting Humans with AI.",Booth D17-004,"(Wed, Thu, Fri)",2015,50-100,Software Development/Cloud services,Puteaux,22 000 000 ,,Growth \u0026 Scale,"['""None""']",startup,"Artificial Intelligence, Retail & E-commerce, Industry, Logistics & Supply Chain",https://www.linkedin.com/company/9480707/admin/feed/posts/,@xxii_group
aldoria,https://vivatechnology.com/partners/aldoria,France,"Aldoria collects, processes and leverages space situational awareness data to protect critical assets in space. By actively monitoring space debris, satellites and derelicts, Aldoria helps operators and space agencies proactively avoid threats and adjust orbital paths.",Booth J49-010,"(Wed, Thu, Fri, Sat)",,,Industry,Toulouse,,https://www.aldoria.com,Growth \u0026 Scale,"['""Talents""']",startup,"Cloud & Infrastructure, B2B Services",,
smarteyerobotics,https://vivatechnology.com/partners/smarteyerobotics,Algeria,"MARTEYEROBOTICS stands out as a pioneering solution for underwater inspections, proactively tackling critical challenges. Our innovative methods empower conventional techniques, especially in high-risk environments where human safety is the top priority. We achieve this by integrating cutting-edge technology with Remote Operated Vehicles (ROVs), significantly reducing risk factors. These ROVs enable us to conduct essential inspections remotely, eliminating the need for human divers in hazardous environments.
SMARTEYEROBOTICS goes beyond just remote operation. We incorporate advanced AI features and proprietary software to perform in-depth analysis of inspection footage. This cutting-edge technology guarantees exceptional accuracy, boasting a reliability rate of 99.999%. Additionally, our AI capabilities predict potential hazards that could threaten the inspected elements, providing crucial insights for crafting risk mitigation strategies.",Booth K38-011,"(Wed, Thu, Fri, Sat)",2023,1-5,Other,alger,,,Conception stage,"['""Funding', 'Talents""']",startup,"Artificial Intelligence, Robotics, DeepTech",,
chambre-franco-allemande-de-commerce-et-dindustrie,https://vivatechnology.com/partners/chambre-franco-allemande-de-commerce-et-dindustrie,France,"The French-German Chamber of Commerce has been fostering business between France and Germany for over 60 years. Thanks to its network and +950 members ranging from major industrial corporates to SMEs and startups, it is today a key platform of the French-German business landscape. Its staff, based in Paris and Berlin, provides customized advice and services to German and French companies, supporting the successful establishment and expansion of their international business activities. In the last years, the Chamber has established itself as an important stakeholder of the French-German innovation ecosystem, facilitating contact between young emerging companies and established players.",hall1 Booth D11,,,,Government/Public institutions,,,,,,partner,"Industry, Logistics & Supply Chain, GovTech & Public Sector, Climate Tech",https://www.linkedin.com/company/ahk-frankreich-chambre-franco-allemande-de-commerce-et-d'industrie-cfaci-/mycompany/,
bluenose,https://vivatechnology.com/partners/bluenose,France,BlueNose improves the aerodynamics of the merchant navy ships especially containerships in order to reduce their fuel consumption by 3-5% .,Booth C44-025,"(Wed, Thu)",2023,1-5,Industry,Palaiseau,,https://www.polytechnique.edu/innovation/start/blue-nose,Going to market,"['""Talents', 'Funding""']",startup,"Industry, Logistics & Supply Chain, Climate Tech, DeepTech",https://www.linkedin.com/company/bluenose-technologies/,
